product_id,category,sub_category,product_name
"Office Supplies_Fasteners_OIC Bulk Pack Metal Binder Clips","Office Supplies",Fasteners,"OIC Bulk Pack Metal Binder Clips"
"Office Supplies_Paper_While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle","Office Supplies",Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle"
"Furniture_Furnishings_Executive Impressions 14" Two-Color Numerals Wall Clock",Furniture,Furnishings,"Executive Impressions 14" Two-Color Numerals Wall Clock"
"Technology_Machines_Swingline SM12-08 MicroCut Jam Free Shredder",Technology,Machines,"Swingline SM12-08 MicroCut Jam Free Shredder"
"Office Supplies_Art_Stanley Bostitch Contemporary Electric Pencil Sharpeners","Office Supplies",Art,"Stanley Bostitch Contemporary Electric Pencil Sharpeners"
"Office Supplies_Art_Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow","Office Supplies",Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow"
"Furniture_Tables_Bevis 36 x 72 Conference Tables",Furniture,Tables,"Bevis 36 x 72 Conference Tables"
"Office Supplies_Storage_Rogers Deluxe File Chest","Office Supplies",Storage,"Rogers Deluxe File Chest"
"Furniture_Chairs_Global Low Back Tilter Chair",Furniture,Chairs,"Global Low Back Tilter Chair"
"Furniture_Chairs_Global Push Button Manager's Chair, Indigo",Furniture,Chairs,"Global Push Button Manager's Chair, Indigo"
"Office Supplies_Binders_GBC Instant Index System for Binding Systems","Office Supplies",Binders,"GBC Instant Index System for Binding Systems"
"Furniture_Tables_Bush Advantage Collection Round Conference Table",Furniture,Tables,"Bush Advantage Collection Round Conference Table"
"Furniture_Tables_Bretford Rectangular Conference Table Tops",Furniture,Tables,"Bretford Rectangular Conference Table Tops"
"Furniture_Furnishings_Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39" x 49"",Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39" x 49""
"Technology_Accessories_Logitech P710e Mobile Speakerphone",Technology,Accessories,"Logitech P710e Mobile Speakerphone"
"Office Supplies_Paper_Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","Office Supplies",Paper,"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)"
"Office Supplies_Paper_Xerox 1957","Office Supplies",Paper,"Xerox 1957"
"Furniture_Furnishings_Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base",Furniture,Furnishings,"Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base"
"Furniture_Furnishings_Staple-based wall hangings",Furniture,Furnishings,"Staple-based wall hangings"
"Technology_Phones_PureGear Roll-On Screen Protector",Technology,Phones,"PureGear Roll-On Screen Protector"
"Furniture_Tables_KI Conference Tables",Furniture,Tables,"KI Conference Tables"
"Furniture_Furnishings_Eldon 100 Class Desk Accessories",Furniture,Furnishings,"Eldon 100 Class Desk Accessories"
"Office Supplies_Storage_Safco Steel Mobile File Cart","Office Supplies",Storage,"Safco Steel Mobile File Cart"
"Office Supplies_Paper_Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book","Office Supplies",Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book"
"Office Supplies_Appliances_Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room","Office Supplies",Appliances,"Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room"
"Furniture_Chairs_Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black"
"Office Supplies_Paper_Wirebound Message Books, Two 4 1/4" x 5" Forms per Page","Office Supplies",Paper,"Wirebound Message Books, Two 4 1/4" x 5" Forms per Page"
"Office Supplies_Storage_Fellowes Personal Hanging Folder Files, Navy","Office Supplies",Storage,"Fellowes Personal Hanging Folder Files, Navy"
"Office Supplies_Envelopes_Tyvek Side-Opening Peel & Seel Expanding Envelopes","Office Supplies",Envelopes,"Tyvek Side-Opening Peel & Seel Expanding Envelopes"
"Office Supplies_Storage_Belkin 19" Vented Equipment Shelf, Black","Office Supplies",Storage,"Belkin 19" Vented Equipment Shelf, Black"
"Technology_Phones_Logitech Mobile Speakerphone P710e - speaker phone",Technology,Phones,"Logitech Mobile Speakerphone P710e - speaker phone"
"Technology_Accessories_Sabrent 4-Port USB 2.0 Hub",Technology,Accessories,"Sabrent 4-Port USB 2.0 Hub"
"Office Supplies_Storage_Safco Industrial Shelving","Office Supplies",Storage,"Safco Industrial Shelving"
"Office Supplies_Binders_Acco 3-Hole Punch","Office Supplies",Binders,"Acco 3-Hole Punch"
"Office Supplies_Appliances_Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac","Office Supplies",Appliances,"Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac"
"Technology_Machines_Xerox WorkCentre 6505DN Laser Multifunction Printer",Technology,Machines,"Xerox WorkCentre 6505DN Laser Multifunction Printer"
"Technology_Phones_Cisco Small Business SPA 502G VoIP phone",Technology,Phones,"Cisco Small Business SPA 502G VoIP phone"
"Technology_Accessories_Microsoft Sculpt Comfort Mouse",Technology,Accessories,"Microsoft Sculpt Comfort Mouse"
"Office Supplies_Art_Quartet Omega Colored Chalk, 12/Pack","Office Supplies",Art,"Quartet Omega Colored Chalk, 12/Pack"
"Office Supplies_Fasteners_Bagged Rubber Bands","Office Supplies",Fasteners,"Bagged Rubber Bands"
"Office Supplies_Storage_Safco Commercial Shelving","Office Supplies",Storage,"Safco Commercial Shelving"
"Office Supplies_Envelopes_Recycled Interoffice Envelopes with String and Button Closure, 10 x 13","Office Supplies",Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13"
"Office Supplies_Storage_Adjustable Depth Letter/Legal Cart","Office Supplies",Storage,"Adjustable Depth Letter/Legal Cart"
"Technology_Accessories_Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",Technology,Accessories,"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling"
"Furniture_Furnishings_Regeneration Desk Collection",Furniture,Furnishings,"Regeneration Desk Collection"
"Office Supplies_Binders_Presstex Flexible Ring Binders","Office Supplies",Binders,"Presstex Flexible Ring Binders"
"Office Supplies_Paper_Ampad Gold Fibre Wirebound Steno Books, 6" x 9", Gregg Ruled","Office Supplies",Paper,"Ampad Gold Fibre Wirebound Steno Books, 6" x 9", Gregg Ruled"
"Office Supplies_Art_Newell 330","Office Supplies",Art,"Newell 330"
"Office Supplies_Paper_Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad","Office Supplies",Paper,"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad"
"Office Supplies_Paper_Adams Write n' Stick Phone Message Book, 11" X 5 1/4", 200 Messages","Office Supplies",Paper,"Adams Write n' Stick Phone Message Book, 11" X 5 1/4", 200 Messages"
"Office Supplies_Storage_Eldon Simplefile Box Office","Office Supplies",Storage,"Eldon Simplefile Box Office"
"Office Supplies_Labels_Avery 489","Office Supplies",Labels,"Avery 489"
"Office Supplies_Binders_Round Ring Binders","Office Supplies",Binders,"Round Ring Binders"
"Technology_Phones_Bose SoundLink Bluetooth Speaker",Technology,Phones,"Bose SoundLink Bluetooth Speaker"
"Furniture_Tables_Bevis Round Bullnose 29" High Table Top",Furniture,Tables,"Bevis Round Bullnose 29" High Table Top"
"Technology_Accessories_Microsoft Arc Touch Mouse",Technology,Accessories,"Microsoft Arc Touch Mouse"
"Office Supplies_Paper_Xerox 216","Office Supplies",Paper,"Xerox 216"
"Office Supplies_Binders_GBC VeloBinder Electric Binding Machine","Office Supplies",Binders,"GBC VeloBinder Electric Binding Machine"
"Office Supplies_Supplies_Premier Automatic Letter Opener","Office Supplies",Supplies,"Premier Automatic Letter Opener"
"Office Supplies_Fasteners_Advantus SlideClip Paper Clips","Office Supplies",Fasteners,"Advantus SlideClip Paper Clips"
"Office Supplies_Labels_Avery 512","Office Supplies",Labels,"Avery 512"
"Technology_Accessories_Logitech Wireless Gaming Headset G930",Technology,Accessories,"Logitech Wireless Gaming Headset G930"
"Furniture_Bookcases_Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish"
"Furniture_Furnishings_Howard Miller 13" Diameter Goldtone Round Wall Clock",Furniture,Furnishings,"Howard Miller 13" Diameter Goldtone Round Wall Clock"
"Furniture_Chairs_Global Deluxe Office Fabric Chairs",Furniture,Chairs,"Global Deluxe Office Fabric Chairs"
"Furniture_Furnishings_Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",Furniture,Furnishings,"Eldon ClusterMat Chair Mat with Cordless Antistatic Protection"
"Office Supplies_Binders_Ibico Laser Imprintable Binding System Covers","Office Supplies",Binders,"Ibico Laser Imprintable Binding System Covers"
"Office Supplies_Fasteners_Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box","Office Supplies",Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box"
"Office Supplies_Paper_Xerox 223","Office Supplies",Paper,"Xerox 223"
"Office Supplies_Storage_Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24" Deep, Sand","Office Supplies",Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24" Deep, Sand"
"Office Supplies_Paper_Xerox 1939","Office Supplies",Paper,"Xerox 1939"
"Furniture_Furnishings_Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts"
"Office Supplies_Binders_Avery Premier Heavy-Duty Binder with Round Locking Rings","Office Supplies",Binders,"Avery Premier Heavy-Duty Binder with Round Locking Rings"
"Furniture_Tables_BPI Conference Tables",Furniture,Tables,"BPI Conference Tables"
"Furniture_Furnishings_Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp",Furniture,Furnishings,"Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp"
"Office Supplies_Art_Newell 350","Office Supplies",Art,"Newell 350"
"Office Supplies_Binders_GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack","Office Supplies",Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack"
"Office Supplies_Art_Boston Heavy-Duty Trimline Electric Pencil Sharpeners","Office Supplies",Art,"Boston Heavy-Duty Trimline Electric Pencil Sharpeners"
"Office Supplies_Art_Faber Castell Col-Erase Pencils","Office Supplies",Art,"Faber Castell Col-Erase Pencils"
"Furniture_Furnishings_C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings"
"Furniture_Chairs_Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",Furniture,Chairs,"Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs"
"Furniture_Furnishings_Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany"
"Office Supplies_Labels_Avery 509","Office Supplies",Labels,"Avery 509"
"Furniture_Furnishings_Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black"
"Technology_Phones_AT&T 1070 Corded Phone",Technology,Phones,"AT&T 1070 Corded Phone"
"Office Supplies_Paper_Xerox 21","Office Supplies",Paper,"Xerox 21"
"Office Supplies_Art_Boston School Pro Electric Pencil Sharpener, 1670","Office Supplies",Art,"Boston School Pro Electric Pencil Sharpener, 1670"
"Furniture_Chairs_DMI Arturo Collection Mission-style Design Wood Chair",Furniture,Chairs,"DMI Arturo Collection Mission-style Design Wood Chair"
"Technology_Machines_Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier",Technology,Machines,"Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier"
"Technology_Accessories_NETGEAR N750 Dual Band Wi-Fi Gigabit Router",Technology,Accessories,"NETGEAR N750 Dual Band Wi-Fi Gigabit Router"
"Office Supplies_Fasteners_OIC Binder Clips","Office Supplies",Fasteners,"OIC Binder Clips"
"Technology_Accessories_Logitech Wireless Headset h800",Technology,Accessories,"Logitech Wireless Headset h800"
"Furniture_Furnishings_Telescoping Adjustable Floor Lamp",Furniture,Furnishings,"Telescoping Adjustable Floor Lamp"
"Technology_Phones_Aastra 57i VoIP phone",Technology,Phones,"Aastra 57i VoIP phone"
"Office Supplies_Storage_File Shuttle II and Handi-File, Black","Office Supplies",Storage,"File Shuttle II and Handi-File, Black"
"Furniture_Chairs_Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs",Furniture,Chairs,"Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs"
"Office Supplies_Labels_Round Specialty Laser Printer Labels","Office Supplies",Labels,"Round Specialty Laser Printer Labels"
"Office Supplies_Binders_GBC Premium Transparent Covers with Diagonal Lined Pattern","Office Supplies",Binders,"GBC Premium Transparent Covers with Diagonal Lined Pattern"
"Technology_Phones_AT&T 841000 Phone",Technology,Phones,"AT&T 841000 Phone"
"Office Supplies_Binders_Ibico Recycled Grain-Textured Covers","Office Supplies",Binders,"Ibico Recycled Grain-Textured Covers"
"Office Supplies_Binders_Wilson Jones Custom Binder Spines & Labels","Office Supplies",Binders,"Wilson Jones Custom Binder Spines & Labels"
"Office Supplies_Binders_Storex Dura Pro Binders","Office Supplies",Binders,"Storex Dura Pro Binders"
"Technology_Copiers_Hewlett Packard LaserJet 3310 Copier",Technology,Copiers,"Hewlett Packard LaserJet 3310 Copier"
"Office Supplies_Binders_Avery Non-Stick Binders","Office Supplies",Binders,"Avery Non-Stick Binders"
"Office Supplies_Binders_Tuff Stuff Recycled Round Ring Binders","Office Supplies",Binders,"Tuff Stuff Recycled Round Ring Binders"
"Furniture_Tables_Hon 5100 Series Wood Tables",Furniture,Tables,"Hon 5100 Series Wood Tables"
"Office Supplies_Fasteners_OIC Binder Clips, Mini, 1/4" Capacity, Black","Office Supplies",Fasteners,"OIC Binder Clips, Mini, 1/4" Capacity, Black"
"Office Supplies_Art_Newell 314","Office Supplies",Art,"Newell 314"
"Technology_Phones_Square Credit Card Reader, 4 1/2" x 4 1/2" x 1", White",Technology,Phones,"Square Credit Card Reader, 4 1/2" x 4 1/2" x 1", White"
"Office Supplies_Art_BIC Brite Liner Highlighters, Chisel Tip","Office Supplies",Art,"BIC Brite Liner Highlighters, Chisel Tip"
"Office Supplies_Paper_Xerox 1881","Office Supplies",Paper,"Xerox 1881"
"Office Supplies_Binders_Acco Hanging Data Binders","Office Supplies",Binders,"Acco Hanging Data Binders"
"Office Supplies_Binders_GBC DocuBind P400 Electric Binding System","Office Supplies",Binders,"GBC DocuBind P400 Electric Binding System"
"Furniture_Bookcases_Sauder Barrister Bookcases",Furniture,Bookcases,"Sauder Barrister Bookcases"
"Office Supplies_Envelopes_#10 Gummed Flap White Envelopes, 100/Box","Office Supplies",Envelopes,"#10 Gummed Flap White Envelopes, 100/Box"
"Office Supplies_Art_Dixon Prang Watercolor Pencils, 10-Color Set with Brush","Office Supplies",Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush"
"Office Supplies_Paper_Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11","Office Supplies",Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11"
"Office Supplies_Appliances_Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection","Office Supplies",Appliances,"Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection"
"Office Supplies_Labels_Avery Address/Shipping Labels for Typewriters, 4" x 2"","Office Supplies",Labels,"Avery Address/Shipping Labels for Typewriters, 4" x 2""
"Furniture_Chairs_Global Ergonomic Managers Chair",Furniture,Chairs,"Global Ergonomic Managers Chair"
"Office Supplies_Art_Newell 333","Office Supplies",Art,"Newell 333"
"Furniture_Furnishings_Eldon Wave Desk Accessories",Furniture,Furnishings,"Eldon Wave Desk Accessories"
"Office Supplies_Binders_Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders","Office Supplies",Binders,"Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders"
"Office Supplies_Supplies_Staple remover","Office Supplies",Supplies,"Staple remover"
"Office Supplies_Storage_Pizazz Global Quick File","Office Supplies",Storage,"Pizazz Global Quick File"
"Office Supplies_Paper_Xerox 1930","Office Supplies",Paper,"Xerox 1930"
"Office Supplies_Storage_File Shuttle I and Handi-File","Office Supplies",Storage,"File Shuttle I and Handi-File"
"Technology_Accessories_NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router",Technology,Accessories,"NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router"
"Office Supplies_Art_Newell 324","Office Supplies",Art,"Newell 324"
"Technology_Accessories_Microsoft Natural Keyboard Elite",Technology,Accessories,"Microsoft Natural Keyboard Elite"
"Office Supplies_Paper_Xerox 1960","Office Supplies",Paper,"Xerox 1960"
"Furniture_Tables_Office Impressions End Table, 20-1/2"H x 24"W x 20"D",Furniture,Tables,"Office Impressions End Table, 20-1/2"H x 24"W x 20"D"
"Office Supplies_Appliances_Holmes Odor Grabber","Office Supplies",Appliances,"Holmes Odor Grabber"
"Office Supplies_Storage_Akro-Mils 12-Gallon Tote","Office Supplies",Storage,"Akro-Mils 12-Gallon Tote"
"Office Supplies_Binders_GBC Twin Loop Wire Binding Elements, 9/16" Spine, Black","Office Supplies",Binders,"GBC Twin Loop Wire Binding Elements, 9/16" Spine, Black"
"Office Supplies_Paper_Southworth Structures Collection","Office Supplies",Paper,"Southworth Structures Collection"
"Office Supplies_Binders_Square Ring Data Binders, Rigid 75 Pt. Covers, 11" x 14-7/8"","Office Supplies",Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11" x 14-7/8""
"Technology_Accessories_Sony 32GB Class 10 Micro SDHC R40 Memory Card",Technology,Accessories,"Sony 32GB Class 10 Micro SDHC R40 Memory Card"
"Furniture_Tables_Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal"
"Technology_Accessories_Logitech Media Keyboard K200",Technology,Accessories,"Logitech Media Keyboard K200"
"Technology_Machines_Lexmark MarkNet N8150 Wireless Print Server",Technology,Machines,"Lexmark MarkNet N8150 Wireless Print Server"
